OrderNum,OrderDate,OrderType,CustomerType,CustName,CustCountry,CustCity,ProdCategory,ProdNumber,ProdName,Quantity, Price , Discount , Total Cost 
1103736,9/10/2018,Retail,Individual,Case Imason,Morocco,Lemsid,Training Videos,TV808,Robotic Essentials,1, $ 34.99 , 0 , $ 34.99 
1103737,9/10/2018,Wholesale,Business,Parisian LLC,Iraq,Ash Shatrah,Drone Kits,DK209,BYOD-550,60, $ 179.00 , $ 35.80 ," $ 10,704.20 "
1103738,10/10/2018,Retail,Individual,Tim Ruecker,Egypt,Matay,eBooks,EB514,Polar Robots,1, $ 23.99 , 0 , $ 23.99 
1103739,10/10/2018,Wholesale,Business,Brekke Productions,Algeria,Mostaganem,Training Videos,TV805,Industrial 3D Printing ,9, $ 49.00 , $ 9.80 , $ 431.20 
1103740,10/10/2018,Wholesale,Business,Renner Group,Syria,As Suwayda',Robot Kits,RK602,BYOR-1000,34, $ 189.00 , $ 37.80 ," $ 6,388.20 "
1103741,10/10/2018,Wholesale,Business,Veum Group,Morocco,Sidi 'Allal al Mcader,Blueprints,BP110,Sleepy Eye Blueprint,66, $ 11.99 , $ 2.40 , $ 788.94 
1103742,11/10/2018,Wholesale,Business,Collier and Sons,Algeria,Saida,Drones,DS302,DC-304 Drone,12, $ 395.00 , $ 79.00 ," $ 4,661.00 "
1103743,11/10/2018,Wholesale,Business,Anderson LLC,Syria,Baniyas,eBooks,EB509,GPS Drones,11, $ 19.99 , $ 4.00 , $ 215.89 
1103744,11/10/2018,Retail,Individual,Rowe Meric,Morocco,Lahouarta,Robot Kits,RK603,BYOR-1500,1, $ 189.00 , 0 , $ 189.00 
1103745,11/10/2018,Wholesale,Business,Runolfsdottir Group,Morocco,Hetane,Training Videos,TV811,Understanding Drone Regulations,7, $ 27.50 , $ 5.50 , $ 187.00 
1103746,11/10/2018,Retail,Individual,Lilia Ingyon,Morocco,Douar Hammadi,eBooks,EB501,Articulated Robots,1, $ 23.99 , 0 , $ 23.99 
1103747,11/10/2018,Retail,Individual,Dasha Folbig,Syria,Qadsayya,Drones,DS305,DTI-84 Drone,1, $ 455.00 , 0 , $ 455.00 
1103748,11/10/2018,Wholesale,Business,The Lesch Company,Morocco,Tadla,Blueprints,BP109,QuadroCopter Blueprint ,50, $ 10.99 , $ 2.20 , $ 547.30 
1103749,12/10/2018,Retail,Individual,Kermy Mash,Algeria,Tamanrasset,Drone Kits,DK209,BYOD-550,1, $ 179.00 , 0 , $ 179.00 
1103750,12/10/2018,Retail,Individual,Elbert Tunnadine,Morocco,Boujediane,eBooks,EB508,Fixed Wing Drones,1, $ 15.50 , 0 , $ 15.50 
1103751,12/10/2018,Retail,Individual,Enrica Spilisy,Morocco,Laayoune,Robots,RS704,RLK-9920 Robot,1, $ 699.00 , 0 , $ 699.00 
1103752,12/10/2018,Wholesale,Business,Deckow Inc.,Egypt,Alexandria,Drone Kits,DK206,BYOD-400,10, $ 119.00 , $ 23.80 ," $ 1,166.20 "
1103753,12/10/2018,Wholesale,Business,Johnson LLC,Iraq,Karbala',eBooks,EB513,Photograph Drones,10, $ 14.99 , $ 3.00 , $ 146.90 
1103754,12/10/2018,Wholesale,Business,Bosco Group,Egypt,Shalatin,Training Videos,TV813,Virtual Reality Basics,105, $ 29.99 , $ 6.00 ," $ 3,142.95 "
1103755,13/10/2018,Retail,Individual,Timmie Harbour,Morocco,Zawyat an Nwacer,eBooks,EB511,Helicopter Drones,1, $ 20.95 , 0 , $ 20.95 
1103756,13/10/2018,Retail,Individual,Marwin Morford,Algeria,Constantine,Training Videos,TV808,Robotic Essentials,1, $ 34.99 , 0 , $ 34.99 
1103757,13/10/2018,Wholesale,Business,Casper-Brown,Morocco,Mhajar,Training Videos,TV811,Understanding Drone Regulations,6, $ 27.50 , $ 5.50 , $ 159.50 
1103758,13/10/2018,Wholesale,Business,Wehner and Sons,Morocco,Bouarouss,Training Videos,TV802,AI for Educators,2, $ 49.95 , $ 9.99 , $ 89.91 
1103759,13/10/2018,Retail,Business,Dibbert Inc.,Morocco,Amarzgane,eBooks,EB507,Drone Building Essentials,77, $ 13.99 , 0 ," $ 1,077.23 "
1103760,13/10/2018,Retail,Individual,Modesta Cullabine,Egypt,Mandishah,Drone Kits,DK201,BYOD-100,1, $ 54.00 , 0 , $ 54.00 
1103761,13/10/2018,Wholesale,Business,Runte Inc.,Morocco,Laanoussar,eBooks,EB519,Spherical Robots,11, $ 16.75 , $ 3.35 , $ 180.90 
1103762,13/10/2018,Retail,Individual,Mitchell Koch,Morocco,Ait Ourir,eBooks,EB511,Helicopter Drones,1, $ 20.95 , 0 , $ 20.95 
1103763,14/10/2018,Wholesale,Business,Franecki Corporation,Morocco,Tafetachte,Drones,DS307,MICR-564K Drone,5, $ 499.00 , $ 99.80 ," $ 2,395.20 "
1103764,14/10/2018,Wholesale,Business,Nikolaus LLC,Morocco,Zaouiet Says,Training Videos,TV808,Robotic Essentials,47, $ 34.99 , $ 7.00 ," $ 1,637.53 "
1103765,14/10/2018,Retail,Individual,Fiona Thiel,Egypt,Faraskur,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1103766,15/10/2018,Wholesale,Business,Waelchi Inc.,Morocco,Tafrant,Training Videos,TV809,Understanding 3D Printing,10, $ 42.99 , $ 8.60 , $ 421.30 
1103767,15/10/2018,Retail,Individual,Kimble Grimstead,Syria,Az Zabadani,eBooks,EB509,GPS Drones,1, $ 19.99 , 0 , $ 19.99 
1103768,15/10/2018,Wholesale,Business,Wilkinson LLC,Iraq,As Sulaymaniyah,Training Videos,TV806,Mapping with Drones,13, $ 49.00 , $ 9.80 , $ 627.20 
1103769,15/10/2018,Wholesale,Business,Cummings LLC,Morocco,Ait Ikkou,Drone Kits,DK204,BYOD-300,10, $ 89.00 , $ 17.80 , $ 872.20 
1103770,15/10/2018,Wholesale,Business,Mohr Group,Syria,Taftanaz,Drone Kits,DK201,BYOD-100,10, $ 54.00 , $ 10.80 , $ 529.20 
1103771,15/10/2018,Retail,Individual,Nikaniki Beney,Morocco,Taznakht,Training Videos,TV806,Mapping with Drones,1, $ 49.00 , 0 , $ 49.00 
1103772,15/10/2018,Wholesale,Business,Murphy LLC,Egypt,Sa al Hajar,Drones,DS303,DTD-7000 Drone,11, $ 450.00 , $ 90.00 ," $ 4,860.00 "
1103773,15/10/2018,Wholesale,Business,Crooks Group,Egypt,Ra's Gharib,eBooks,EB505,Delivery Drones,6, $ 14.99 , $ 3.00 , $ 86.94 
1103774,15/10/2018,Wholesale,Business,Spinka LLC,Syria,Tadif,Robot Kits,RK606,BYOR-3535,7, $ 225.00 , $ 45.00 ," $ 1,530.00 "
1103775,15/10/2018,Retail,Individual,Sharai Jumonet,Egypt,Sunbat,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1103776,15/10/2018,Wholesale,Business,San Angelico Museum,Morocco,Mqam at Tolba,eBooks,EB503,Building Your Own Drone,96, $ 24.99 , $ 5.00 ," $ 2,394.04 "
1103777,15/10/2018,Wholesale,Business,Fahey Forever Inc..,Egypt,Port Said,Drone Kits,DK206,BYOD-400,70, $ 119.00 , $ 23.80 ," $ 8,306.20 "
1103778,16/10/2018,Wholesale,Business,Torp Inc.,Morocco,Tanant,Drones,DS307,MICR-564K Drone,4, $ 499.00 , $ 99.80 ," $ 1,896.20 "
1103779,16/10/2018,Wholesale,Business,Schiller LLC,Algeria,Djanet,Training Videos,TV813,Virtual Reality Basics,3, $ 29.99 , $ 6.00 , $ 83.97 
1103780,16/10/2018,Wholesale,Business,Langosh Inc.,Syria,Dayr al Bukht,eBooks,EB508,Fixed Wing Drones,8, $ 15.50 , $ 3.10 , $ 120.90 
1103781,16/10/2018,Wholesale,Business,Erdman LLC,Morocco,El Hajeb,eBooks,EB509,GPS Drones,6, $ 19.99 , $ 4.00 , $ 115.94 
1103782,16/10/2018,Retail,Individual,Dianne Schmeler,Morocco,Tafersit,eBooks,EB519,Spherical Robots,1, $ 16.75 , 0 , $ 16.75 
1103783,16/10/2018,Retail,Individual,Ricky Fuggles,Morocco,Ain Taoujdat,Training Videos,TV802,AI for Educators,1, $ 49.95 , 0 , $ 49.95 
1103784,16/10/2018,Wholesale,Business,Erdman LLC,Egypt,Abjij,eBooks,EB517,SCARA Robots,10, $ 19.50 , $ 3.90 , $ 191.10 
1103785,16/10/2018,Retail,Individual,Kautzer-Stehr,Morocco,Ben Ahmed,Blueprints,BP110,Upside Down Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1103786,17/10/2018,Wholesale,Business,Jaskolski Company,Morocco,Douar Azla,Drone Kits,DK204,BYOD-300,10, $ 89.00 , $ 17.80 , $ 872.20 
1103787,17/10/2018,Retail,Individual,Mickie Imlen,Morocco,Oulad Imloul,Training Videos,TV810,Understanding Automation,1, $ 44.95 , 0 , $ 44.95 
1103788,17/10/2018,Retail,Individual,Collin Tromp,Morocco,Chichaoua,Robot Kits,RK602,BYOR-1000,4, $ 189.00 , 0 , $ 756.00 
1103789,17/10/2018,Retail,Individual,Wynn Wallett,Morocco,Nkob,Training Videos,TV813,Virtual Reality Basics,1, $ 29.99 , 0 , $ 29.99 
1103790,17/10/2018,Retail,Individual,Whitney Abbatucci,Saudi Arabia,Riyadh,Drones,DS307,MICR-564K Drone,1, $ 499.00 , 0 , $ 499.00 
1103791,18/10/2018,Wholesale,Business,Schuppe Inc.,Algeria,Dellys,Blueprints,BP102,Bsquare Robot Blueprint,12, $ 8.99 , $ 1.80 , $ 106.08 
1103792,18/10/2018,Retail,Individual,Beverlee Kivelle,Morocco,Ain Lehjer,Robot Kits,RK607,BYOR-4005,1, $ 245.00 , 0 , $ 245.00 
1103793,18/10/2018,Wholesale,Business,Blue Sky Kites,Morocco,Khenichet-sur Ouerrha,Blueprints,BP109,QuadroCopter Blueprint ,7, $ 10.99 , $ 2.20 , $ 74.73 
1103794,18/10/2018,Retail,Individual,Dori Greenshields,Morocco,Jerada,eBooks,EB503,Building Your Own Drone,1, $ 24.99 , 0 , $ 24.99 
1103795,18/10/2018,Retail,Individual,Aleda Mowbray,Algeria,Souk el Had,Training Videos,TV810,Understanding Automation,1, $ 44.95 , 0 , $ 44.95 
1103796,18/10/2018,Retail,Individual,Lottie Ilchuk,Syria,Dayr az Zawr,Robot Kits,RK605,BYOR-3000,1, $ 214.00 , 0 , $ 214.00 
1103797,18/10/2018,Retail,Individual,Ebony Dicki,Iraq,Dahuk,Drones,DS306,DX-145 Drone,3, $ 250.00 , 0 , $ 750.00 
1103798,18/10/2018,Retail,Individual,Derby Heasly,Syria,Homs,eBooks,EB514,Polar Robots,1, $ 23.99 , 0 , $ 23.99 
1103799,18/10/2018,Wholesale,Business,Romaguera LLC,Algeria,Ait Yaich,Training Videos,TV810,Understanding Automation,78, $ 44.95 , $ 8.99 ," $ 3,497.11 "
1103800,18/10/2018,Retail,Individual,Joan Morissette,Morocco,Anazzou,eBooks,EB513,Photograph Drones,1, $ 14.99 , 0 , $ 14.99 
1103801,19/10/2018,Wholesale,Business,Torphy Invisionaries,Morocco,Bouabout,Blueprints,BP107,Ladybug Robot Blueprint,11, $ 12.00 , $ 2.40 , $ 129.60 
1103802,19/10/2018,Wholesale,Business,Labadie Inc.,Morocco,Tifni,eBooks,EB502,Building Your First Robot,10, $ 24.95 , $ 4.99 , $ 244.51 
1103803,19/10/2018,Wholesale,Business,Waters Co.,Morocco,Itzer,Training Videos,TV803,Cloud Computing,13, $ 29.99 , $ 6.00 , $ 383.87 
1103804,19/10/2018,Wholesale,Business,Streich LLC,Algeria,Khenchela,Robots,RS707,RXW-9807 Robot,33, $ 599.00 , $ 119.80 ," $ 19,647.20 "
1103805,20/10/2018,Wholesale,Business,Herzog Group,Morocco,Bni Rzine,eBooks,EB502,Building Your First Robot,5, $ 24.95 , $ 4.99 , $ 119.76 
1103806,20/10/2018,Retail,Individual,Laurel Lillyman,Saudi Arabia,Turabah,Blueprints,BP105,Creature Robot Arms Blueprint ,1, $ 12.00 , 0 , $ 12.00 
1103807,20/10/2018,Wholesale,Business,Johnson LLC,Syria,Nawa,Blueprints,BP102,Bsquare Robot Blueprint,7, $ 8.99 , $ 1.80 , $ 61.13 
1103808,20/10/2018,Retail,Individual,Keith Perfect,Morocco,Oulad Said,Training Videos,TV809,Understanding 3D Printing,1, $ 42.99 , 0 , $ 42.99 
1103809,20/10/2018,Retail,Individual,Peter Tremblay,Morocco,Takad Sahel,Training Videos,TV807,Open Source Code,1, $ 32.95 , 0 , $ 32.95 
1103810,20/10/2018,Wholesale,Business,Labadie Inc.,Morocco,Had Laaounate,Robot Kits,RK603,BYOR-1500,7, $ 189.00 , $ 37.80 ," $ 1,285.20 "
1103811,21/10/2018,Wholesale,Business,Oberbrunner Inc.,Syria,Tallbisah,eBooks,EB512,Multi Rotor Drones,7, $ 24.95 , $ 4.99 , $ 169.66 
1103812,21/10/2018,Wholesale,Business,Price Inc.,Egypt,Al Qusiyah,eBooks,EB503,Building Your Own Drone,11, $ 24.99 , $ 5.00 , $ 269.89 
1103813,21/10/2018,Retail,Individual,Abby Ross,Morocco,Imzouren,eBooks,EB506,Delta Robots,1, $ 16.99 , 0 , $ 16.99 
1103814,21/10/2018,Wholesale,Business,Mountain Run LLC,Morocco,Bouchabel,Robot Kits,RK606,BYOR-3535,6, $ 225.00 , $ 45.00 ," $ 1,305.00 "
1103815,21/10/2018,Wholesale,Business,Johnson LLC,Iraq,Tall `Afar,Robots,RS706,RWW-75 Robot,6, $ 883.00 , $ 176.60 ," $ 5,121.40 "
1103816,21/10/2018,Retail,Individual,Gray Lebsack,Algeria,Draa el Mizan,eBooks,EB521,Understanding Artificial Intelligence,1, $ 19.50 , 0 , $ 19.50 
1103817,22/10/2018,Wholesale,Business,Gerhold Group,Syria,As Suqaylibiyah,Robots,RS704,RLK-9920 Robot,10, $ 699.00 , $ 139.80 ," $ 6,850.20 "
1103818,22/10/2018,Wholesale,Business,Stracke International,Morocco,Jemaat Oulad Mhamed,eBooks,EB514,Polar Robots,13, $ 23.99 , $ 4.80 , $ 307.07 
1103819,22/10/2018,Wholesale,Business,Thiel Group,Morocco,Douar Bouchfaa,eBooks,EB508,Fixed Wing Drones,13, $ 15.50 , $ 3.10 , $ 198.40 
1103820,22/10/2018,Retail,Individual,Thorin Olliver,Algeria,Ben Nasseur,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1103821,22/10/2018,Retail,Individual,Jacenta Cisec,Morocco,Jamaat Shaim,Training Videos,TV801,Aerial Security,1, $ 36.99 , 0 , $ 36.99 
1103822,22/10/2018,Wholesale,Business,Bradtke Inc.,Morocco,Oulad Ayyad,Drones,DS303,DTD-7000 Drone,3, $ 450.00 , $ 90.00 ," $ 1,260.00 "
1103823,23/10/2018,Retail,Individual,Anna-maria Aldersey,Morocco,Douar Tabouda,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1103824,23/10/2018,Wholesale,Business,Wintheiser Inc.,Algeria,Sidi Daoud,Drone Kits,DK208,BYOD-500,13, $ 167.00 , $ 33.40 ," $ 2,137.60 "
1103825,23/10/2018,Wholesale,Business,Quigley Inc.,Morocco,Tiqqi,Robots,RS707,RXW-9807 Robot,9, $ 599.00 , $ 119.80 ," $ 5,271.20 "
1103826,23/10/2018,Retail,Individual,Thane Murch,Syria,Tayyibat al Imam,Robot Kits,RK605,BYOR-3000,2, $ 214.00 , 0 , $ 428.00 
1103827,23/10/2018,Wholesale,Business,Beahan Inc.,Syria,Damascus,Drone Kits,DK204,BYOD-300,7, $ 89.00 , $ 17.80 , $ 605.20 
1103828,23/10/2018,Retail,Individual,Tomasina Tranfield,Algeria,Boudjima,Drones,DS305,DTI-84 Drone,1, $ 455.00 , 0 , $ 455.00 
1103829,23/10/2018,Wholesale,Business,Funk and Sons,Morocco,Barrechid,Robot Kits,RK606,BYOR-3535,10, $ 225.00 , $ 45.00 ," $ 2,205.00 "
1103830,24/10/2018,Retail,Individual,Rance Nurdin,Morocco,Sidi Qacem,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1103831,24/10/2018,Wholesale,Business,Ferry Group,Egypt,Kawm Umbu,Training Videos,TV806,Mapping with Drones,4, $ 49.00 , $ 9.80 , $ 186.20 
1103832,24/10/2018,Retail,Individual,Georges Charity,Egypt,Al Fayyum,Drone Kits,DK203,BYOD-220,1, $ 69.00 , 0 , $ 69.00 
1103833,24/10/2018,Retail,Individual,Larissa Cummerata,Morocco,Aourir,Robots,RS702,MICR-23K Robot,1, $ 899.00 , 0 , $ 899.00 
1103834,24/10/2018,Retail,Individual,Janis Kubin,Egypt,Bani Hasan ash Shuruq,eBooks,EB508,Fixed Wing Drones,1, $ 15.50 , 0 , $ 15.50 
1103835,25/10/2018,Wholesale,Business,Stroman Inc.,Egypt,Al Qays,Drones,DS307,MICR-564K Drone,11, $ 499.00 , $ 99.80 ," $ 5,389.20 "
1103836,25/10/2018,Retail,Individual,Elsey Muggeridge,Morocco,Azgour,Robots,RS707,RXW-9807 Robot,1, $ 599.00 , 0 , $ 599.00 
1103837,25/10/2018,Wholesale,Business,Denesik Games,Morocco,Beni Oulid,Drone Kits,DK202,BYOD-200,6, $ 58.95 , $ 11.79 , $ 341.91 
1103838,25/10/2018,Retail,Individual,Emmanuel Alsford,Morocco,Ida Ou Gailal,Training Videos,TV809,Understanding 3D Printing,1, $ 42.99 , 0 , $ 42.99 
1103839,25/10/2018,Wholesale,Business,King Inc.,Egypt,Mit Damsis,Drones,DS306,DX-145 Drone,7, $ 250.00 , $ 50.00 ," $ 1,700.00 "
1103840,25/10/2018,Wholesale,Business,Lockman Group,Morocco,Bir Anzarane,eBooks,EB514,Polar Robots,6, $ 23.99 , $ 4.80 , $ 139.14 
1103841,25/10/2018,Wholesale,Business,Trantow Technologies,Syria,Jisr ash Shughur,Training Videos,TV809,Understanding 3D Printing,11, $ 42.99 , $ 8.60 , $ 464.29 
1103842,25/10/2018,Wholesale,Business,D'Amore LLC,Algeria,El Golea,eBooks,EB517,SCARA Robots,8, $ 19.50 , $ 3.90 , $ 152.10 
1103843,25/10/2018,Retail,Individual,Ellen Mattack,Morocco,Wislane,Blueprints,BP107,Ladybug Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1103844,25/10/2018,Wholesale,Business,Casper-Brown,Syria,Ma`arrat an Nu`man,Drone Kits,DK203,BYOD-220,10, $ 69.00 , $ 13.80 , $ 676.20 
1103845,25/10/2018,Retail,Individual,Ondrea Jado,Algeria,Tipasa,Drone Kits,DK208,BYOD-500,1, $ 167.00 , 0 , $ 167.00 
1103846,25/10/2018,Retail,Individual,Smithia Reilly,Morocco,Oulad Daoud,Robots,RS702,MICR-23K Robot,2, $ 899.00 , 0 ," $ 1,798.00 "
1103847,26/10/2018,Wholesale,Business,Collier and Sons,Morocco,Laghzawna,eBooks,EB503,Building Your Own Drone,12, $ 24.99 , $ 5.00 , $ 294.88 
1103848,26/10/2018,Wholesale,Business,Rippin Industries,Morocco,Foum Zguid,Robot Kits,RK606,BYOR-3535,8, $ 225.00 , $ 45.00 ," $ 1,755.00 "
1103849,26/10/2018,Retail,Individual,Nate Gibbieson,Morocco,Sebt Gzoula,Training Videos,TV802,AI for Educators,1, $ 49.95 , 0 , $ 49.95 
1103850,26/10/2018,Wholesale,Business,Abernathy LLC,Morocco,Oulad Zemam,Robots,RS707,RXW-9807 Robot,10, $ 599.00 , $ 119.80 ," $ 5,870.20 "
1103851,26/10/2018,Retail,Individual,Jacob Maggio,Morocco,Tafraout,Training Videos,TV813,Virtual Reality Basics,1, $ 29.99 , 0 , $ 29.99 
1103852,26/10/2018,Retail,Individual,Spencer Educators,Algeria,Souma,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1103853,27/10/2018,Wholesale,Business,Erdman LLC,Algeria,Charouine,Training Videos,TV810,Understanding Automation,5, $ 44.95 , $ 8.99 , $ 215.76 
1103854,27/10/2018,Wholesale,Business,Parker Group,Morocco,Douar Sgarta,Drone Kits,DK201,BYOD-100,9, $ 54.00 , $ 10.80 , $ 475.20 
1103855,27/10/2018,Retail,Individual,Nerte Knevit,Egypt,Jirja,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1103856,28/10/2018,Wholesale,Business,Mills Inc.,Morocco,Arazane,eBooks,EB509,GPS Drones,6, $ 19.99 , $ 4.00 , $ 115.94 
1103857,28/10/2018,Wholesale,Business,Ferry Group,Morocco,Timezgana,Robot Kits,RK605,BYOR-3000,6, $ 214.00 , $ 42.80 ," $ 1,241.20 "
1103858,28/10/2018,Wholesale,Business,Hackett LLC,Morocco,Taounate,Training Videos,TV805,Industrial 3D Printing ,10, $ 49.00 , $ 9.80 , $ 480.20 
1103859,28/10/2018,Wholesale,Business,WPS Technologies,Morocco,Zaio,Drones,DS301,DA-SA702 Drone,3, $ 399.00 , $ 79.80 ," $ 1,117.20 "
1103860,28/10/2018,Retail,Individual,Hirsch Nester,Morocco,Souq Jamaa Fdalate,Training Videos,TV808,Robotic Essentials,1, $ 34.99 , 0 , $ 34.99 
1103861,28/10/2018,Retail,Individual,Luigi Gange,Morocco,Bni Boufrah,Blueprints,BP101,All Eyes Drone Blueprint,1, $ 9.99 , 0 , $ 9.99 
1103862,28/10/2018,Wholesale,Business,Stiedemann Securities ,Syria,Qatana,eBooks,EB509,GPS Drones,8, $ 19.99 , $ 4.00 , $ 155.92 
1103863,28/10/2018,Wholesale,Business,Johnson LLC,Morocco,Douar Oulad Boussaken,eBooks,EB502,Building Your First Robot,103, $ 24.95 , $ 4.99 ," $ 2,564.86 "
1103864,28/10/2018,Retail,Individual,Finley Evers,Morocco,El Marmouta,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1103865,29/10/2018,Retail,Individual,Carmelita Bredee,Morocco,Kenafif,Drone Kits,DK203,BYOD-220,1, $ 69.00 , 0 , $ 69.00 
1103866,29/10/2018,Retail,Individual,Robin Hincks,Morocco,Sidi Ettiji,Robot Kits,RK603,BYOR-1500,2, $ 189.00 , 0 , $ 378.00 
1103867,29/10/2018,Wholesale,Business,Predovic LLC,Egypt,Qantir,Robot Kits,RK606,BYOR-3535,13, $ 222.00 , $ 44.40 ," $ 2,841.60 "
1103868,29/10/2018,Retail,Individual,Gloriana Ashleigh,Algeria,'Ain Azel,eBooks,EB501,Articulated Robots,1, $ 23.99 , 0 , $ 23.99 
1103869,29/10/2018,Wholesale,Business,Pacocha Inc.,Morocco,Sidi Bennour,Robot Kits,RK603,BYOR-1500,27, $ 189.00 , $ 37.80 ," $ 5,065.20 "
1103870,29/10/2018,Wholesale,Business,The Orn Company,Syria,Hisya',Blueprints,BP106,Hexacopter Drone Blueprint,76, $ 8.99 , $ 1.80 , $ 681.44 
1103871,29/10/2018,Wholesale,Business,Zoo Technologies,Algeria,Bordj Bou Arreridj,Robot Kits,RK602,BYOR-1000,101, $ 189.00 , $ 37.80 ," $ 19,051.20 "
1103872,30/10/2018,Retail,Individual,Willie Waples,Morocco,Imi Mokorn,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1103873,30/10/2018,Wholesale,Business,Collier and Sons,Morocco,Ras Ijerri,Training Videos,TV813,Virtual Reality Basics,5, $ 29.99 , $ 6.00 , $ 143.95 
1103874,30/10/2018,Wholesale,Business,Blue Sky Kites,Morocco,Oulad Driss,eBooks,EB502,Building Your First Robot,5, $ 24.95 , $ 4.99 , $ 119.76 
1103875,30/10/2018,Wholesale,Business,Volkman LLC,Morocco,Sidi Yakoub,Drones,DS305,DTI-84 Drone,10, $ 455.00 , $ 91.00 ," $ 4,459.00 "
1103876,30/10/2018,Retail,Individual,Roldan Haggett,Morocco,Qal'at Mgouna,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1103877,30/10/2018,Retail,Individual,Lana Keeling-Hamill,Morocco,Bou Djeniba,Drone Kits,DK206,BYOD-400,1, $ 119.00 , 0 , $ 119.00 
1103878,31/10/2018,Retail,Individual,Roarke Grote,Algeria,Yakouren,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1103879,31/10/2018,Wholesale,Business,Kiehn LLC,Morocco,Bni Frassen,eBooks,EB504,Cartesian Robots,4, $ 12.99 , $ 2.60 , $ 49.36 
1103880,31/10/2018,Wholesale,Business,Schamberger Inc.,Syria,Ad Duraykish,Robots,RS707,RXW-9807 Robot,10, $ 599.00 , $ 119.80 ," $ 5,870.20 "
1103881,1/11/2018,Retail,Individual,Rubi Aubury,Syria,`Adra,Training Videos,TV813,Virtual Reality Basics,1, $ 29.99 , 0 , $ 29.99 
1103882,1/11/2018,Wholesale,Business,Kuvalis Group,Egypt,Dishashah,Blueprints,BP110,Sleepy Eye Blueprint,8, $ 11.99 , $ 2.40 , $ 93.52 
1103883,1/11/2018,Retail,Individual,Nicholle Lackney,Morocco,Imouzzer des Ida ou Tanane,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1103884,1/11/2018,Wholesale,Business,Hickle LLC,Morocco,Mechra-Hommadi,eBooks,EB506,Delta Robots,9, $ 16.99 , $ 3.40 , $ 149.51 
1103885,1/11/2018,Wholesale,Business,Dare LLC,Morocco,Oulad Hassoune,Drones,DS306,DX-145 Drone,11, $ 250.00 , $ 50.00 ," $ 2,700.00 "
1103886,2/11/2018,Retail,Business,Connelly LLC,Morocco,Awfouss,eBooks,EB511,Helicopter Drones,40, $ 20.95 , 0 , $ 838.00 
1103887,2/11/2018,Wholesale,Business,Marvin Inc.,Morocco,Tamanar,Robots,RS707,RXW-9807 Robot,6, $ 599.00 , $ 119.80 ," $ 3,474.20 "
1103888,2/11/2018,Wholesale,Business,Langosh Inc.,Morocco,Aguelmous,Blueprints,BP102,Bsquare Robot Blueprint,10, $ 8.99 , $ 1.80 , $ 88.10 
1103889,2/11/2018,Retail,Individual,Selie Nott,Morocco,Saka,Drones,DS306,DX-145 Drone,1, $ 250.00 , 0 , $ 250.00 
1103890,2/11/2018,Retail,Individual,Kim Armstrong,Algeria,Taourga,Training Videos,TV803,Cloud Computing,1, $ 29.99 , 0 , $ 29.99 
1103891,2/11/2018,Retail,Individual,Yasmeen McOwan,Syria,Khan Shaykhun,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1103892,2/11/2018,Wholesale,Business,Dare LLC,Egypt,Suhaj,Robots,RS706,RWW-75 Robot,25, $ 883.00 , $ 176.60 ," $ 21,898.40 "
1103893,3/11/2018,Wholesale,Business,Ruecker LLC,Syria,Ma`arratmisrin,Blueprints,BP110,Sleepy Eye Blueprint,8, $ 11.99 , $ 2.40 , $ 93.52 
1103894,3/11/2018,Retail,Individual,Blakelee Coventon,Egypt,Maghaghah,Drone Kits,DK204,BYOD-300,2, $ 89.00 , 0 , $ 178.00 
1103895,3/11/2018,Wholesale,Business,Murazik Inc.,Syria,`Anadan,eBooks,EB521,Understanding Artificial Intelligence,6, $ 19.50 , $ 3.90 , $ 113.10 
1103896,3/11/2018,Retail,Individual,Teena Judkins,Egypt,Akhmim,eBooks,EB521,Understanding Artificial Intelligence,1, $ 19.50 , 0 , $ 19.50 
1103897,3/11/2018,Retail,Individual,Miguelita Vineall,Morocco,Ayt 'Attou ou L'Arbi,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1103898,3/11/2018,Wholesale,Business,Beier Inc.,Morocco,Douar 'Ayn Dfali,Robots,RS702,MICR-23K Robot,25, $ 899.00 , $ 179.80 ," $ 22,295.20 "
